leaid,STUSPS,avg_exp_year_perc_Hisp,avg_exp_year_perc_Black,avg_exp_year_perc_white,avg_exp_year_perc_asian,avg_exp_year_perc_aian,avg_exp_year_perc_nhpi,avg_exp_year_perc_twomore,percent_adq_couns_Hisp,percent_adq_couns_Black,percent_adq_couns_white,percent_adq_couns_asian,percent_adq_couns_aian,percent_adq_couns_nhpi,percent_adq_couns_twomore,perc_ap_stem_Hisp,perc_ap_stem_Black,perc_ap_stem_white,perc_ap_stem_asian,perc_ap_stem_aian,perc_ap_stem_nhpi,perc_ap_stem_twomore
2801950,MS,0.7875256311674997,0.7793908231627678,0.7839237967914439,0.6875,NA,NA,0.8172403096711055,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0
2801980,MS,NA,0.7170666165343123,0.697160198475988,0.686207100242188,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
2802040,MS,0.8929812556186183,0.8986865689647926,0.9176696319553463,0.8867521367521367,NA,0.9252747252747252,0.9523809523809522,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA
2802100,MS,0.963742019463212,0.9638033631341973,0.9751730810928857,0.9889629575366885,0.9726027397260274,NA,0.9674841077983705,0,0,0,0,NA,NA,0,0.3,0.9529411764705882,0.25801282051282054,0.25,NA,NA,0.875
2802160,MS,0.9799373909122475,0.9782917395525953,0.9810269884054656,0.9766266939255571,0.9811179780082462,0.9784414948526501,0.9883967531986276,0,0,0,0,0,0,0,0.6962025316455697,0.8402203856749312,0.3752829334540516,0.9145299145299145,0,0.5,0.5714285714285714
2802190,MS,0.8171894687701219,0.8032743753435444,0.8515125697167921,0.851449491594173,0.8041924206766128,0.865687589692394,0.7929244447127344,0.03896103896103896,0.09449501517121803,0.025974025974025976,0,0,0,0,0.8961038961038961,0.7597168039300679,0.9090909090909091,0.75,1,1,0.7894736842105263
2802220,MS,NA,0.9655682946486991,0.9612824451534129,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
2802250,MS,0.9276315789473684,0.9361871500390877,0.9405200900340023,NA,NA,NA,0.9541040100250626,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0
2802280,MS,0.9616267337365368,0.9577009657242331,0.9564562454276947,0.9633964132620316,0.9748606669778389,0.9794520547945205,0.9650048097268453,0,0,0,0,0,0,0,0.85,0.753004005340454,0.6857142857142857,0.8260869565217391,0.14583333333333334,0,0.7142857142857143
2802310,MS,NA,0.9521620818183897,0.9501661129568107,NA,0.9285714285714286,NA,0.9435215946843855,NA,0,0,NA,NA,NA,0,NA,1,1,NA,NA,NA,1
2802340,MS,0.8906765503007693,0.8914181087115345,0.8924790240107823,0.8731600192067148,0.9509183980728696,0.9830508474576272,0.9415317889894161,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA
2802370,MS,0.9451595978825321,0.9466381887611591,0.94369221698829,0.9497298054269568,0.93928035982009,0.9615384615384616,0.9340582112789759,0,0,0,0,0,NA,0,1,1,1,1,1,NA,1
2802400,MS,0.9428450748519965,0.945461070618862,0.9577705089702706,0.9453606686029126,0.9449061953712843,0.9358165813311391,0.9451478024810873,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2802430,MS,0.9832716382447106,0.9884452666228319,0.9815683371180133,0.9846829814461024,NA,0.9943181818181819,0.9912280701754386,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0
2802460,MS,0.9753558621808499,0.9656498743508323,0.958770874093246,0.9611047601199401,1,NA,0.9637006016222657,0,0,0,0,NA,NA,0,1,1,1,1,NA,NA,1
2802490,MS,0.9456467106441752,0.9427953499287941,0.9382904257833851,0.9447924231420964,NA,0.90625,0.93385770173454,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0
2802520,MS,0.976498291054212,0.9805882805882806,0.9795403828510263,0.970016891891892,0.9782459824689556,0.984375,0.9832966336872586,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0
2802550,MS,0.9580327221739924,0.9451118100945093,0.985247715040152,0.9805820618909864,0.9781818181818182,NA,0.9648799150629814,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0
2802580,MS,0.869797043175651,0.8687066272958827,0.9020576060278294,0.9032258064516129,NA,NA,0.9090909090909092,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA
2802610,MS,0.878968253968254,0.891224917640012,0.8821044546850998,0.873015873015873,NA,NA,0.8835978835978836,0,0,0,NA,NA,NA,0,1,1,1,NA,NA,NA,1
2802640,MS,0.9770520286038948,0.9769963324264366,0.9753389737444648,0.971097160024942,0.9817215021601862,NA,0.9789130726549449,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0
2802670,MS,0.9664356998889965,0.9647063351314465,0.9638384566444353,0.9646291574496808,0.972675086107922,0.956304235173049,0.9626718150805845,0,0,0,0,0,0,0,1,1,1,1,1,1,1
2802700,MS,0.9716661161261442,0.9682406176162137,0.9851330026442447,0.990990990990991,0.9946016210853894,NA,0.9776543724650317,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0
2802730,MS,0.9607114531405893,0.9628680300626333,0.9623451170954794,0.9545513795597106,0.9785714285714284,0.9636118598382749,0.9588537227043226,0.05,0.28608582574772434,0,0,0,0,0.11764705882352941,0.35,0.4304291287386216,0.44880174291938996,0.375,1,0.5,0.23529411764705882
2802760,MS,0.8239795918367346,0.8207908163265306,0.8196428571428571,0.875,0.7857142857142857,NA,0.8100649350649349,1,1,1,1,NA,NA,1,0,0,0,0,NA,NA,0
2802790,MS,0.9662144908484691,0.9660768009521198,0.9607094928682729,0.9540842500017063,0.9517100792551227,0.9411764705882352,0.9592061948774722,0.05223880597014925,0.06819484240687679,0.14655593551538837,0.1527777777777778,NA,NA,0.10344827586206896,0.208955223880597,0.3982808022922636,0.777723497801661,0.6111111111111112,NA,NA,0.5517241379310345
2802820,MS,1,1,1,NA,1,NA,1,0,0,0,NA,0,NA,0,0,0,0,NA,0,NA,0
2802850,MS,0.8103261326349426,0.7711847114283108,0.8444289931399388,0.7790780141843971,0.7706175680859225,NA,0.8632242653038942,0.12244897959183673,0.17903930131004367,0.3935018050541516,0.3333333333333333,NA,NA,0,0,0,0,0,NA,NA,0
2802880,MS,0.9401601100966702,0.9402692350881411,0.9432406447152363,0.943983843537415,NA,0.9375,0.9295793832407105,0,0,0,0,NA,0,0,1,1,1,1,NA,1,1
2802910,MS,0.9502281230781618,0.9482955170911578,0.9502534729789653,0.9553865300688259,0.9463040504329459,0.9151785714285714,0.9402749191583596,1,1,1,1,NA,NA,1,1,1,1,1,NA,NA,1
2802940,MS,0.9907407407407407,0.9754464285714286,0.9890786498708011,0.975,NA,NA,0.997549019607843,0,0,0,0,NA,NA,0,0.3333333333333333,0.7083333333333334,0.501937984496124,0.8,NA,NA,0.7058823529411765
2802970,MS,1,1,1,NA,1,NA,1,1,1,1,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA
2803000,MS,0.954490410476326,0.9566519154674413,0.9558204383619012,0.9656385281385281,0.9539738430583501,0.9669913419913421,0.9504384741260541,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2803030,MS,0.9533081285444235,0.9561878555315799,0.9480256617340006,0.935377358490566,NA,NA,0.9476650563607085,1,1,1,1,NA,NA,1,0,0,0,0,NA,NA,0
2803060,MS,0.9758585858585859,0.9755224837204532,0.9758695840930798,0.9737806637806637,0.9767424242424242,0.9774242424242424,0.9723830698287219,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2803090,MS,0.9240703321895414,0.9290481490844467,0.919716382559802,NA,NA,0.9230769230769231,0.923076923076923,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA
2803120,MS,0.9638064348246315,0.9673589133498116,0.9657857429104527,0.9700409179861236,0.9090909090909091,0.9090909090909091,0.9616945712836125,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0
2803150,MS,0.9591064673031886,0.9531873278945879,0.9517051439807761,0.9505903932133442,0.9432534678436316,0.9836065573770492,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA
2803180,MS,0.9137362637362637,0.9161964022819286,0.9258704453441295,0.9308957489878542,NA,NA,0.9615384615384615,NA,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA
2803210,MS,0.9655172413793103,0.9522092768188429,0.9643893370255995,NA,NA,NA,0.9575703773423462,NA,0,0,NA,NA,NA,0,NA,0,0,NA,NA,NA,0
2803240,MS,0.986111111111111,0.983270911360799,0.9830196841877569,0.9786324786324786,0.9629629629629629,NA,0.9967320261437908,0,0,0,0,0,NA,0,1,1,1,1,1,NA,1
2803270,MS,0.9682853378505553,0.9776328912858779,0.9823951863354038,1,1,NA,0.9901667791381471,0,0,0,NA,0,NA,0,0,0,0,NA,0,NA,0
2803300,MS,0.8964039130083272,0.9252918575362999,0.8869853029445559,0.8963133640552995,NA,NA,0.8939665471923536,1,1,1,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA
2803360,MS,0.9572185976146638,0.9569158043911253,0.9595279835103707,0.958168477288431,0.9654233888877108,0.9600393645830424,0.9500680252186805,0,0,0,0,0,0,0,1,1,1,1,1,1,1
2803390,MS,0.9107142857142857,0.9508145363408522,0.9789915966386554,1,NA,NA,0.9910714285714286,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0
2803450,MS,0.964112243770165,0.9580901362153889,0.9587306755509442,0.9636879342549198,0.967612293144208,0.9615384615384616,0.9662752695962687,0,0,0,0,0,NA,0,1,1,1,1,1,NA,1
2803480,MS,0.9327567199884715,0.9350568373422108,0.94287692697008,0.9372555123473677,0.9470114996595278,0.9411764705882353,0.9343296080798655,0,0,0,0,0,NA,0,1,1,1,1,1,NA,1
2803510,MS,0.9157652653961993,0.9175346925853106,0.930829001602644,0.9280964246619416,0.944812827528703,NA,0.9284564386285594,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0
2803520,MS,0.9783885188579036,0.9772225904375406,0.9771240010072648,0.983869391478087,NA,0.966798418972332,0.9678098408075525,0,0,0,0,NA,0,0,1,1,1,1,NA,1,1
2803530,MS,0.9481436814996597,0.9487077397815806,0.9472317993159812,0.9574243992722253,0.9576225446161217,0.9472990777338604,0.9452187618441713,0,0,0,0,0,0,0,1,1,1,1,1,1,1
2803540,MS,0.8797427234927236,0.8785800399905905,0.8764929380013822,0.8756232193732194,0.8802319004524888,0.84375,0.8751108156028368,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2803570,MS,0.942016806722689,0.9403419179690367,0.9419348500199565,0.9523809523809523,NA,NA,0.9303030303030303,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA
2803600,MS,1,1,1,1,1,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA
2803660,MS,0.9721148102855982,0.9704416060295904,0.9629422035897371,0.9853745673774702,1,0.967741935483871,0.9420048603415496,0,0,0,0,NA,0,0,1,1,1,1,NA,1,1
2803690,MS,0.9237553253076431,0.9251351496060197,0.9220045406860367,0.9411909296420167,NA,NA,0.921581598592358,0,0,0,0,NA,NA,0,1,1,1,1,NA,NA,1
2803720,MS,0.8910655982521316,0.864809186362138,0.8656427755764501,0.8975557664926436,0.9112178265738647,0.8604651162790697,0.8483915709750802,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0
2803750,MS,0.9925684166139574,0.9867083109024715,0.9806925850805078,0.9837858220211161,NA,1,0.9789504963868441,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0
2803780,MS,0.9132932263814617,0.9149864253393666,0.919365719669325,NA,NA,NA,0.9021461675579323,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0
2803810,MS,NA,0.8980512784116876,0.9077372180820457,NA,NA,0.9310344827586207,0.9310344827586207,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
2803830,MS,0.9479390521506948,0.94801631864312,0.9493153227339513,0.9447394956607592,0.9498333847443698,0.9319298711511816,0.9502298046030281,0.005154639175257732,0.06863979848866499,0.1366906474820144,0.02,0,0,0.0379746835443038,0.25773195876288657,0.2871536523929471,0.23762807935469807,0.66,0.6,1,0.3291139240506329
2803870,MS,1,1,1,1,NA,NA,1,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0
2803900,MS,0.8646747304823907,0.9086460975047854,0.9123892214158311,0.9142620157819226,0.9234621592539455,NA,0.8860627083509156,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0
2803930,MS,0.9051796157059315,0.9113890079256863,0.9103440928944284,0.8841548315232526,0.9682539682539683,NA,0.8631300473405736,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0
2803960,MS,0.8530042429443958,0.8906557673421154,0.9257861713322328,NA,0.9188969991889699,NA,0.8541299108635739,1,1,1,NA,NA,NA,1,0,0,0,NA,NA,NA,0
2803990,MS,0.965818692479354,0.9695004208181318,0.9724409476813893,0.9588282626676736,0.9807692307692308,NA,0.9794764890528441,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0
2804020,MS,0.9183058058058058,0.9000505313005313,0.938887087087087,1,NA,NA,0.9337537537537538,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0
2804050,MS,0.9222659289978751,0.9261922513230296,0.919122361701696,0.9272290303250056,0.9509803921568627,0.9545454545454546,0.9120177402495295,1,1,1,1,1,NA,1,0,0,0,0,0,NA,0
2804080,MS,0.966025641025641,0.9756805651686198,0.9724903059026282,NA,NA,NA,0.9681559181559181,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0
2804110,MS,0.9643926677321852,0.9626628000550163,0.9661977125060409,0.9628447742733457,0.9795918367346939,0.9763524457402009,0.9645498064545683,0,0,0,0,NA,0,0,0.6206896551724138,0.5190839694656488,0.2641148325358852,0.6666666666666666,NA,0.5,0.5454545454545454
2804170,MS,0.9214598734009118,0.9252698345948976,0.9169944659201678,0.9397462853938884,0.9123556846853735,0.9655172413793104,0.9182481647613412,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2804230,MS,0.9206168118414148,0.9054988837650793,0.9172999708216494,0.869313482216708,NA,NA,0.9302127152831725,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0
2804260,MS,0.9719089673913044,0.8873342116820377,0.9124256686089945,0.9523809523809524,0.8333333333333334,NA,0.924361965358784,0,0,0,0,0,NA,0,0.029411764705882353,0.5806451612903226,0.4178294573643411,0.4,1,NA,0.4166666666666667
2804290,MS,0.8490232879938762,0.8251576398348405,0.7926945191378743,NA,NA,0.9629629629629629,0.8482428506938311,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0
2804320,MS,0.9468230462598957,0.9453893923535389,0.9481085977573056,0.9467296662652672,0.9680779569892474,1,0.9426458740834178,0,0,0,0,NA,NA,0,1,1,1,1,NA,NA,1
2804350,MS,0.9631268950872133,0.9600011034920544,0.9653111188697835,0.9607022439251249,0.9672131147540983,NA,0.9643083845911724,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0
2804380,MS,1,1,1,1,1,NA,1,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0
2804440,MS,0.9844322344322344,0.9857295482295483,0.9765183554615731,1,0.9642857142857143,1,0.9763431013431014,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0
2804470,MS,0.936623213224906,0.9363895388674841,0.9318947985613439,0.9388650615069126,0.9297914052825467,NA,0.9418084005424483,0,0,0,0,0,NA,0,1,1,1,1,1,NA,1
2804500,MS,0.8991572217378669,0.9084388307262209,0.9088231104794492,NA,0.916303400174368,0.967741935483871,0.9011744192009847,0,0,0,NA,0,0,0,1,1,1,NA,1,1,1
2804530,MS,0.9449051440043699,0.9611243515580128,0.9677294916430506,0.9441185551096017,0.9428571428571428,1,0.9238266002469712,0,0,0,0,NA,NA,0,1,1,1,1,NA,NA,1
2804560,MS,0.9813519813519813,0.9793619649734757,0.9869289588915756,0.9393939393939394,0.9696969696969697,1,0.9744816586921851,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0
2804590,MS,0.9496039795228436,0.9537173829396087,0.9538764817490296,0.9761904761904762,NA,1,0.9483787518005703,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0
2804650,MS,NA,0.8774484368019579,0.9117647058823529,NA,NA,NA,0.8837052062204193,NA,0,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0
2804680,MS,0.9856991525423728,0.9940516481863503,0.9754979395604396,0.9761904761904762,0.9737103174603176,NA,0.9743303571428571,0,0,0,NA,0,NA,0,0,0,0,NA,0,NA,0
2804710,MS,0.9761904761904762,0.9023526077097507,0.9177777777777777,NA,NA,NA,0.9166666666666667,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
2804740,MS,0.939799331103679,0.9475030286714228,0.9500372063357075,0.9420289855072465,NA,NA,0.937888198757764,1,1,1,1,NA,NA,1,0,0,0,0,NA,NA,0
2804770,MS,0.9641674228675136,0.9698161090140675,0.9655852994555354,0.9719391316487506,0.9655172413793104,NA,0.9778066867059891,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0
2804800,MS,0.954469507101086,0.9217500839224199,0.9543557035002367,0.9774436090225563,NA,NA,0.9423200859291085,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0
2900001,MO,1,0.9347826086956521,0.9676684320729154,NA,NA,NA,0.9739130434782609,NA,1,1,NA,NA,NA,1,NA,0,0,NA,NA,NA,0
2900002,MO,0.9671717171717171,NA,0.9769740414901705,0.9696969696969697,0.9393939393939394,NA,0.9653679653679654,1,NA,1,NA,NA,NA,1,0,NA,0,NA,NA,NA,0
2900003,MO,0.9791666666666666,0.9814814814814815,0.981844589687727,0.9876543209876543,NA,NA,0.973063973063973,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0
2900004,MO,0.9907834101382489,0.9754005867749943,0.983155887494041,NA,NA,NA,0.9769585253456221,0,0,0,NA,NA,NA,0,1,1,1,NA,NA,NA,1
2900009,MO,1,1,1,1,NA,NA,NA,0.42857142857142855,0.3864734299516908,0.6640625,0.5555555555555556,NA,NA,NA,0,0,0,0,NA,NA,NA
2900014,MO,0.7834692958310395,0.7794702484074294,0.8076923076923077,NA,0.8076923076923077,NA,0.7983196536709875,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0
2900020,MO,1,0.9890625,0.9850609756097561,1,NA,NA,0.9125,NA,1,1,1,NA,NA,NA,NA,0,0,0,NA,NA,NA
2900021,MO,1,1,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA
2900022,MO,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2900025,MO,0.9526627218934912,0.9522304179838427,0.9595141700404858,0.9423076923076922,NA,NA,0.9658119658119657,1,1,1,1,NA,NA,1,0,0,0,0,NA,NA,0
2900027,MO,0.8589502164502165,0.8482310672613417,0.8677645502645502,0.9455555555555556,NA,NA,NA,1,1,1,1,NA,NA,NA,1,1,1,1,NA,NA,NA
2900029,MO,0.4193954889348368,0.5221503235440518,0.4829849012775842,0.47073170731707314,0.6,0.313588850174216,0.42871924823144336,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0
2900574,MO,0.9447004608294931,0.9410138248847926,0.9602977667493797,1,NA,NA,0.9526881720430107,1,1,1,1,NA,NA,1,0,0,0,0,NA,NA,0
2900579,MO,0.8757132290786136,0.8960408001862085,0.8770257520257521,0.875,NA,0.875,0.8759216973502688,1,1,1,NA,NA,NA,1,0,0,0,NA,NA,NA,0
2900590,MO,0.96193994643104,0.9612675961827032,0.9618813420099894,0.9566337099811676,NA,NA,NA,1,1,1,1,NA,NA,NA,0,0,0,0,NA,NA,NA
2900592,MO,0.9152132973061493,0.9152933057280883,0.9270531400966183,0.9185556794252446,0.9801932367149758,NA,0.9233977455716587,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0
2900597,MO,0.8152835149325204,0.8302172709874821,0.8327519647601469,0.8187675538207929,0.8418722327640734,0.8418722327640734,0.8386632495775067,1,1,1,1,NA,NA,1,0,0,0,0,NA,NA,0
2900600,MO,0.736111111111111,0.7406103286384976,0.7374999999999999,NA,NA,NA,0.7416666666666667,1,1,1,NA,NA,NA,1,0,0,0,NA,NA,NA,0
2901000,MO,0.9649507797626532,0.9633849442655185,0.9674164625559724,0.9693817108111883,0.96746742196419,0.9632330423619978,0.9648442685561769,0.636085626911315,0.7839622641509434,0.5916542473919523,0.4963768115942029,0.7142857142857143,0.8888888888888888,0.65,0.9327217125382263,0.9141509433962264,0.9812220566318927,0.9818840579710145,0.9047619047619048,1,0.95
2902850,MO,0.9308755760368664,0.9308755760368664,0.9136604478369434,0.967741935483871,0.967741935483871,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA
2902880,MO,0.9306463326071169,0.8823529411764706,0.9178143905264513,NA,0.8823529411764706,NA,NA,0,0,0,NA,0,NA,NA,0,0,0,NA,0,NA,NA
2902910,MO,0.9832255356966525,0.9830375114823385,0.9827294391757658,0.9815281803829653,0.9768685370216851,1,0.9814556910987912,1,1,1,1,1,NA,1,1,1,1,1,1,NA,1
2902970,MO,NA,0.9246031746031746,0.9229322050105182,NA,NA,NA,0.924512987012987,NA,1,1,NA,NA,NA,1,NA,0,0,NA,NA,NA,0
2903000,MO,0.9735576923076923,1,0.9678030303030303,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA
2903060,MO,0.9519789397240377,0.9259259259259259,0.9512587572366876,NA,0.9594226579520697,NA,NA,0,0,0,NA,0,NA,NA,0,0,0,NA,0,NA,NA
2903120,MO,0.9624060150375939,0.9824561403508771,0.97176615006905,0.9473684210526315,0.9649122807017543,NA,NA,1,1,1,1,1,NA,NA,0,0,0,0,0,NA,NA
2903150,MO,0.978401727861771,0.9800631334108656,0.9705856507924762,1,1,0.9136069114470843,0.9695083216872061,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0
2903200,MO,0.9292929292929293,0.965034965034965,0.9612193362193362,0.9318181818181818,0.9545454545454546,NA,1,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0
2903270,MO,0.9629629629629629,0.9444444444444443,0.9661406969099277,0.9333333333333332,0.9523809523809523,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA
2903480,MO,NA,NA,0.9350203717850778,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
2904020,MO,0.9535758706467662,0.9519805358040652,0.9553540584968478,0.9568014705882353,0.9514887436456064,0.9642857142857143,0.9607142857142857,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0
2904050,MO,0.9762820512820513,1,0.976698192749001,0.9857142857142858,0.9583333333333334,0.9583333333333334,0.9751488095238094,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0
2904140,MO,0.9210526315789473,0.9210526315789473,0.9210526315789472,NA,NA,NA,0.9210526315789472,NA,0,0,NA,NA,NA,0,NA,0,0,NA,NA,NA,0
2904170,MO,0.901219512195122,0.9016260162601627,0.9013341671878258,0.901829268292683,NA,NA,NA,1,1,1,1,NA,NA,NA,0,0,0,0,NA,NA,NA
2904500,MO,0.9697922927936953,0.9673635479643174,0.9686158945751476,0.9667234207414054,0.9642857142857143,NA,0.9695351632939291,1,1,1,1,NA,NA,1,1,1,1,1,NA,NA,1
2904530,MO,0.9184615384615384,0.9188034188034189,0.9195804195804197,0.9230769230769231,NA,NA,NA,1,1,1,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA
2904620,MO,0.9875154841951229,0.9812827496025363,0.9841083380749476,0.9829112063172043,0.9862903225806452,0.9864755652054039,0.9829218394898409,0,0,0,0,0,0,0,1,1,1,1,1,1,1
2904890,MO,0.9604166666666668,0.9627192982456141,0.9544075660242685,NA,0.9583333333333334,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA
2904950,MO,0.976923076923077,0.97435897435897445,0.9782367837923394,NA,0.9615384615384616,NA,0.9807692307692308,1,1,1,NA,NA,NA,1,0,0,0,NA,NA,NA,0
2904980,MO,1,1,1,NA,1,NA,NA,1,1,1,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA
2905070,MO,0.9669421487603306,0.9242424242424242,0.9533429533429534,1,0.9696969696969697,NA,NA,1,1,1,1,1,NA,NA,0,0,0,0,0,NA,NA
2905130,MO,0.9164724164724164,0.9444444444444444,0.9093477144324603,0.9444444444444444,0.9444444444444444,NA,0.8797979797979798,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0
2905250,MO,0.990909090909091,0.9648484848484848,0.9701680440771349,NA,NA,NA,NA,0.75,1,0.9897959183673469,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA
2905280,MO,0.9529228023203927,0.9774096385542168,0.9453010660951232,0.9397590361445783,1,NA,0.9276271753681392,1,1,1,NA,1,NA,1,0,0,0,NA,0,NA,0
2905310,MO,0.9609597085476425,0.9630936083279443,0.963207377146928,0.9627312137302466,0.9587525657315432,0.9678736905422375,0.9575458747333344,0,0,0,0,0,0,0,1,1,1,1,1,1,1
2905370,MO,0.9826853400222966,0.9773962450592886,0.9754903409794714,0.9756567028985508,0.9667184265010352,0.9569746376811594,0.982545045045045,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0
2905430,MO,0.9628317088187459,0.9550593108740059,0.9583792388617044,0.9436624464698623,0.9574355208106511,NA,0.9698368638835756,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0
2905580,MO,0.9514133665077062,0.9467868085792615,0.9485530022871573,0.9540638606676343,0.9451701338493791,0.8867924528301887,0.964661305289205,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0
2905610,MO,0.9545454545454546,NA,0.9780844155844156,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
2905640,MO,0.9831932773109244,0.9523809523809523,0.9707695578231293,0.9761904761904762,0.9761904761904762,1,0.9706959706959707,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0
2905660,MO,0.9742746107812984,0.97204696940456925,0.9736597912544338,0.971675845790716,0.975609756097561,NA,0.9755365670685965,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0
2905700,MO,1,NA,1,1,NA,NA,NA,0,NA,0,0,NA,NA,NA,0,NA,0,0,NA,NA,NA
2905730,MO,0.8545454545454547,0.9288537549407114,0.9121900826446282,NA,NA,NA,0.8383838383838385,1,1,1,NA,NA,NA,1,0,0,0,NA,NA,NA,0
2905760,MO,0.9512261797522324,0.9542931247528225,0.9509360293569438,0.9565537199967152,0.9510530944582827,0.965153452685422,0.953879904257767,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2905790,MO,NA,NA,0.9347296375763019,NA,NA,NA,0.9430084992432181,NA,NA,1,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0
2905820,MO,0.8846153846153846,0.9358974358974358,0.9312277126846663,0.8461538461538461,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA
2905850,MO,NA,NA,0.9465056082830026,NA,NA,NA,0.9649122807017544,NA,NA,1,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0
2905880,MO,0.9775510204081632,0.9814024390243902,0.9775280898876404,0.975531914893617,NA,0.975,0.9741071428571428,1,1,1,1,NA,1,1,0,0,0,0,NA,0,0
2905910,MO,1,1,0.9043062200956937,NA,NA,NA,0.8181818181818182,1,1,1,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA
2905940,MO,0.9917647058823529,0.9831578947368421,0.9849557522123894,0.98,1,NA,0.9892307692307691,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0
